"PC1","PC2","PC3","NoiseCondition"
1.51735725816597,0.278031420731429,0.243206820240973,"Baseline"
1.55011641731941,0.249819673953411,0.218321915459911,"Baseline"
1.53635428974669,0.262570818302029,0.232878851831959,"Baseline"
1.57923500636552,0.224981056417553,0.197287835860524,"Baseline"
1.52466794744319,0.275539550467364,0.255006324556749,"Baseline"
1.68175333477779,0.132134736812146,0.0986149369701528,"Baseline"
1.57927756495728,0.227082507519273,0.207009024517379,"Baseline"
1.50387562373347,0.296945327176356,0.286765679505778,"Baseline"
1.7029319531202,0.114652809732157,0.0859793878827775,"Baseline"
1.63114913549272,0.181162371170375,0.161907902808096,"Baseline"
1.57385832962561,0.234244522283999,0.222507443925846,"Baseline"
1.59537840336807,0.216446223547691,0.209510719249438,"Baseline"
1.56941346056,0.240503748955717,0.236975224164364,"Baseline"
1.52019070689776,0.28611053714069,0.28904075613476,"Baseline"
1.7092105791204,0.113117186076961,0.0988705605744042,"Baseline"
1.61813098409823,0.197505959339264,0.195210306193207,"Baseline"
1.6854513466648,0.137271918678713,0.133768173151644,"Baseline"
1.64463098258636,0.177234450686766,0.186712254645579,"Baseline"
1.63354031820794,0.187510380891894,0.198443441907674,"Baseline"
1.44913643598024,0.358367721685016,0.393497263794045,"Baseline"
1.63000355862927,0.192928208943295,0.211950666305507,"Baseline"
1.62683288642701,0.195865959572296,0.215304455409773,"Baseline"
1.79928424830627,0.0403648585007614,0.0524258621129457,"Baseline"
1.77460036549021,0.0632354321972221,0.0785353215457133,"Baseline"
1.67167666921781,0.15859822411495,0.187403204792415,"Baseline"
1.68335858108674,0.149915363490339,0.18481282867324,"Baseline"
